VocabularyEN,VovabularyCH,Category
rage,n.盛怒；v.激怒,GRE
ragged,a.破烂的,GRE
ragtime,n.拉格泰姆音乐；a.使人发笑的，滑稽的,GRE
raid,n.突然袭击,GRE
rail,n.栏杆；铁轨；v.咒骂，猛烈指责,GRE
raisin,n.葡萄干,GRE
rakish,a.潇洒的；放荡的,GRE
rally,v.召集，集会；n.召集；集会,GRE
ram,n.公羊；撞锤，猛击；填塞,GRE
ramble,n./v.漫步,GRE
rambunctious,a.骚乱的；(兴奋)控制不了的,GRE
ramify,v.分支，分叉,GRE
rampage,v.狂暴地乱冲；n.暴怒,GRE
rampant,a.蔓生的，猖獗的,GRE
rampart,n.壁垒；城墙,GRE
ramshackle,a.摇摇欲坠的,GRE
rancid,a.不新鲜的，变味的,GRE
rancor,n.深仇，怨恨,GRE
random,a.没有明确目的、计划或者目标的；偶然的，随便的,GRE
ranger,n.森林管理员；巡逻骑警,GRE
rankle,v.怨恨；激怒,GRE
ransom,n.赎金；赎身；v.赎回,GRE
rant,v.咆哮；口出狂言,GRE
rapacious,a.强夺的，贪婪的,GRE
rapids,n.急流，湍流,GRE
rapport,n.和睦，意见一致,GRE
rapprochement,n.和好，和睦,GRE
rapt,a.专心致志的，全神贯注的,GRE
rarefaction,n.稀薄,GRE
raspy,a.(声音)刺耳的；恼人的,GRE
ratification,n.正式批准,GRE
ratiocination,n.推理；推论,GRE
ration,n.定量配给；v.配给,GRE
rational,a.理性的；合理的,GRE
rattle,v.使格格作响；使慌乱,GRE
raucous,a.(声音)沙哑的，粗糙的,GRE
ravage,v.摧毁，使荒废,GRE
rave,n.热切赞扬；v.狂语,GRE
ravel,v.纠缠，纠结；拆开，拆散,GRE
ravenous,a.饿极了的，贪婪的,GRE
ravine,n.深谷，峡谷,GRE
ravishing,a.令人陶醉的,GRE
raze,v.彻底破坏,GRE
razor,n.剃刀，刮胡刀,GRE
reactant,n.反应物,GRE
reactionary,a.保守的，反动的,GRE
readily,adv.不迟疑地；迅速地，轻易地,GRE
ready,a.机敏的，迅速的,GRE
reagent,n.试剂(导致化学反应),GRE
realign,v.重新组合(排列),GRE
realm,n.王国；领域，范围,GRE
ream,n.令(纸张的计数单位),GRE
reap,v.收割，收获,GRE
reaper,n.收割者,GRE
rebate,n.折扣，回扣,GRE
rebellious,a.反抗的，难控制的,GRE
rebuff,v.断然拒绝,GRE
rebuke,v.指责，谴责,GRE
rebus,n.(以音、画等提示的)字谜，画谜,GRE
rebuttal,n.反驳，反证,GRE
recalcitrant,a.顽抗的,GRE
recall,v.回想，回忆起；收回；n.唤回,GRE
recant,v.改变，放弃(以前的信仰),GRE
recantation,n.改变宗教信仰,GRE
recapitulate,v.扼要重述,GRE
recast,v.重铸；更换演员,GRE
recede,v.后退，收回(诺言),GRE
receipt,n.收到，接到；发票，收据,GRE
receptacle,n.容器,GRE
receptive,a.善于接受的；从善如流的,GRE
recess,n.壁凹(墙上装的架子、柜子等凹处)；休假,GRE
recession,n.经济萧条时期；撤回，退回,GRE
recessive,a.隐性遗传的；后退的,GRE
recipe,n.食谱,GRE
recipient,n.接受者，收受者,GRE
reciprocal,a.相互的，互惠的,GRE
reciprocate,v.回报，答谢,GRE
recital,n.独奏；吟诵,GRE
reclaim,v.纠正；开垦(土地),GRE
recluse,n.隐士；a.隐居的,GRE
recoil,v.退却，退缩,GRE
recollection,n.记忆力；记忆中的往事,GRE
recombine,v.重组，再结合,GRE
recompense,v.报酬，赔偿,GRE
reconcile,v.和解，调和,GRE
recondite,a.深奥的,GRE
reconnaissance,n.侦察，预先探索,GRE
reconstitute,v.再组成；用水泡,GRE
recourse,n.求助，依靠,GRE
recruit,n.新兵；新成员；v.征募,GRE
rectangle,n.长方形，矩形,GRE
rectify,v.改正，调正；提纯,GRE
rectitude,n.诚实，正直,GRE
recumbent,a.侧卧的；休息的,GRE
recuperate,v.恢复(健康)，复原,GRE
redeem,v.赎罪,GRE
redemptive,a.赎回的，救赎的，救世的,GRE
redirect,v.改寄(信件)；改变方向,GRE
redistribution,n.重新分配,GRE
redolent,a.芬芳的，芳香的,GRE
redoubtable,a.可敬畏的,GRE
redress,n.改正，修正,GRE
redundancy,n.过剩；备份；似乎多余其实重要的后备力量,GRE
redundant,a.累赘的，多余的,GRE
reed,n.芦苇；簧片,GRE
reek,v.发臭味；冒烟,GRE
reel,n.卷轴，旋转；v.卷…于轴上,GRE
refectory,n.(学院)餐厅，食堂,GRE
referee,n.裁判员；仲裁者,GRE
refinery,n.提炼厂，精炼厂,GRE
reflect,v.反射；仔细考虑,GRE
refraction,n.折射,GRE
refractory,a.倔强的；反应迟钝的,GRE
refrain,v.抑制；n.歌曲的反复句，叠句,GRE
refresh,v.消除…的疲劳，使精神振作,GRE
refugee,n.难民，流亡者,GRE
refulgent,a.辉煌的，灿烂的,GRE
refurbish,v.刷新，擦亮,GRE
refute,v.驳斥,GRE
regale,v.款待；使…享受,GRE
regime,n.政权，政治制度,GRE
regress,v.使倒退，复原，逆行,GRE
regressive,a.退步的，退化的,GRE
regulate,v.管制；调整,GRE
rehabilitate,v.修复，恢复(职业等),GRE
rehearsal,n.排演，演习,GRE
rehearse,v.排练，预演；详述,GRE
reign,n.统治时期；王朝；领域,GRE
reimburse,v.偿还,GRE
rein,n.缰绳；v.控制,GRE
reinforce,v.加强力量，增援,GRE
reinstate,v.恢复(原职),GRE
reiterate,v.重申，反复地说,GRE
rejoice,v.喜欢，高兴,GRE
rejuvenate,v.使返老还童,GRE
relapse,n.旧病复发；再恶化；v.旧病复发，再恶化,GRE
relate,v.讲述；有关联,GRE
relaxation,n.松弛，消遣,GRE
release,v.释放，放出；n.释放,GRE
relegate,v.降级，贬谪,GRE
relent,v.动怜悯心；减弱,GRE
relenting,a.减弱的，怜悯的,GRE
relentless,a.无情的，残酷的,GRE
relevance,n.相关,GRE
reliance,n.信赖，信任,GRE
relic,n.遗物，遗迹,GRE
relieved,a.宽慰的，如释重负的,GRE
religion,n.宗教，信仰,GRE
relinquish,v.放弃，废除,GRE
relish,n.味道；喜好；v.喜好，享受,GRE
remainder,n.剩余物,GRE
remains,n.遗址，废墟,GRE
reminder,n.提醒人记忆之物,GRE
reminisce,v.追忆，怀旧,GRE
remiss,a.疏忽的，不留心的,GRE
remnant,n.残余物；零头布料,GRE
remorse,n.懊悔，悔恨,GRE
remove,v.移走；脱掉；迁移,GRE
remunerative,a.报酬高的，有利润的,GRE
rend,v.撕裂；猛拉,GRE
render,v.呈递，表现；提供,GRE
rendering,n.演出；翻译,GRE
rendezvous,n.约会；约会地点,GRE
renegade,n.叛教者，叛徒,GRE
renege,v.背信，违约,GRE
renounce,v.(正式)放弃,GRE
renovate,v.修复，装修，翻新,GRE
renown,n.名望，声誉,GRE
rent,n.裂缝；(意见)分歧,GRE
reparable,a.能补救的，可挽回的,GRE
reparation,n.赔偿，补偿,GRE
repartee,n.机灵的回答,GRE
repatriate,v.(自异国)遣返,GRE
repeal,v.废除(法律),GRE
repel,v.击退，使…反感,GRE
repellent,a.令人厌恶的,GRE
repercussion,n.反响；影响；回声,GRE
repertoire,n.(剧团等)常备剧目,GRE
repine,v.不满，心中抱怨,GRE
replenish,v.补充，再装满,GRE
replete,a.饱满的，塞满的,GRE
reportorial,a.记者的；记实的,GRE
repose,n./v.躺着休息，安睡,GRE
reprehend,v.谴责，责难,GRE
reprehensible,a.应受谴责的,GRE
repressed,a.被压制的，被压抑的,GRE
reprieve,v.缓刑，暂时解救；n.缓刑，暂时解救,GRE
reprimand,n.训诫，谴责；v.训诫，谴责,GRE
reprisal,n.(政治或军事的)报复,GRE
reprise,n.(音乐剧中)乐曲的重复；重复,GRE
reproach,n.谴责，责骂,GRE
reprobate,v.谴责，指责；adj./n.堕落的(人),GRE
reproof,n.责斥，责备,GRE
reprove,v.责骂，申斥,GRE
reptile,n.爬行动物；卑鄙的人,GRE
reptilian,a.爬虫类的；卑下的,GRE
repudiate,v.拒绝，抛弃,GRE
repugnance,n.嫌恶，反感,GRE
repugnant,a.令人厌恶的,GRE
repulse,v.驱逐，击退；厌恶；n.驱逐，击退，厌恶,GRE
repulsion,n.厌恶，反感；排斥力,GRE
reputation,n.名声,GRE
repute,n.名声，名誉,GRE
request,n.要求，请求；v.要求，请求,GRE
requisite,n.必需物；a.必要的,GRE
requite,v.报答；报复,GRE
rescind,v.废除，取消,GRE
rescission,n.废除,GRE
rescue,n./v.解救；把…从法律监管下强行夺回,GRE
resent,v.憎恶，愤恨,GRE
resentment,n.愤恨，怨恨,GRE
reserve,n.储备(物)，储藏量；缄默，谨慎；v.保留，储备，预订,GRE
reside,v.居住,GRE
resident,n.居民；a.定居的，常驻的,GRE
residual,a.残余的，剩余的,GRE
residue,n.剩余,GRE
resignation,n.听从，顺从；辞职,GRE
resigned,a.逆来顺受的，顺从的,GRE
resilience,n.弹性，弹力,GRE
resilient,a.有弹性的；能恢复活力的，适应力强的,GRE
resin,n.树脂,GRE
resonant,a.(声音)洪亮的；共鸣的,GRE
resort,n.度假胜地,GRE
resound,v.回荡着声音；鸣响,GRE
resourceful,a.机智的,GRE
respiration,n.呼吸,GRE
respite,n.休息；暂缓,GRE
resplendent,a.华丽的，辉煌的,GRE
respondent,n.被告,GRE
response,n.反应，响应，回答,GRE
responsive,a.敏感的，反应快的,GRE
responsiveness,n.应答，响应,GRE
restitution,n.归偿；赔偿,GRE
restive,a.不安静的，不安宁的,GRE
restiveness,n.倔强；难以驾御,GRE
restless,a.不停的；不安静的,GRE
restore,v.使回复，恢复；修复，修补,GRE
restored,a.恢复的，复修的,GRE
restrain,v.克制，抑制,GRE
restraint,n.克制,GRE
resume,v.重新开始，继续,GRE
resurgence,n.再起，复活，再现,GRE
resurrect,v.使复活；复兴,GRE
resuscitate,v.使复活，使苏醒,GRE
retail,v.零售；n.零售,GRE
retain,v.保留，保持；留住,GRE
retainer,n.侍从,GRE
retaliate,v.报复，反击,GRE
retaliation,n.报复,GRE
retard,v.妨碍；减速,GRE
reticent,a.沉默不语的,GRE
retinue,n.侍从，随员团,GRE
retiring,a.隐居的，不喜欢社交的,GRE
retort,v.反驳,GRE
retouch,v.修描；润色,GRE
retrace,v.回顾，追想,GRE
retract,v.缩回，收回,GRE
retreat,n./v.撤退；隐居处,GRE
retrench,v.节省，紧缩费用,GRE
retribution,n.报应，惩罚,GRE
retrieve,v./n.寻回，取回；挽回(错误),GRE
revealing,a.暴露的，裸露的；揭露性的,GRE
revelation,n.显示；泄露的事实,GRE
revelry,n.狂欢,GRE
revenge,n.报复，报仇,GRE
revenue,n.总收入；国家的税收收入,GRE
reverberate,v.起回声，反响,GRE
revere,v.尊敬,GRE
reverie,n.幻想，梦幻曲,GRE
reverse,n.反面；相反；v.倒车；反转,GRE
revert,v.恢复，回复到；重新考虑,GRE
revile,v.辱骂，恶言相向,GRE
revise,n./v.改变，修正,GRE
revitalize,v.使重新充满活力,GRE
revive,v.使苏醒；再流,GRE
revolt,v.叛乱，造反；反感,GRE
revue,n.时事讽刺剧,GRE
reward,n.酬报，奖赏；v.酬谢，奖赏,GRE
rewarding,a.有益的，值得做的,GRE
rhetoric,n.修辞学，浮夸的言语,GRE
rhinestone,n.水晶石，莱茵石,GRE
rhubarb,n.(植物)大黄；v./n.喧闹争吵,GRE
rhyme,n.押韵；v.押韵,GRE
rhythmic,a.有节奏的,GRE
rib,n.肋骨；伞骨,GRE
ribald,a.下流的，粗鄙的,GRE
rickety,a.不牢靠的，摇摇欲坠的,GRE
riddle,n.谜语,GRE
rider,n.骑手；附文，附件,GRE
ridge,n.脊(如屋脊，山脊等)；隆起物,GRE
ridicule,n.奚落；v.嘲笑,GRE
rife,a.流行的，普遍的,GRE
rifle,n.步枪；v.抢劫,GRE
rift,n.裂口，断裂；矛盾,GRE
rig,v.欺骗，舞弊，伪造,GRE
rigid,a.硬性的，刚硬的,GRE
rigor,n.严酷；严格，苛刻；严密，精确,GRE
rile,v.使…恼火，激怒,GRE
rind,n.(西瓜等)外皮,GRE
ringlet,n.卷发,GRE
riot,v.参加暴动,GRE
riotous,a.暴乱的；蛮横的,GRE
ripen,v.使成熟,GRE
ripple,v.起涟漪；n.细浪，涟漪,GRE
rite,n.(宗教的)仪式,GRE
ritual,n.仪式，例行习惯,GRE
rival,n.竞争者，对手；v.与…匹敌,GRE
rivalry,n.竞争，对抗,GRE
rive,v.撕开，分裂,GRE
riven,a.撕裂的，分裂的,GRE
rivet,n.铆钉；v.吸引(注意力),GRE
riveting,a.非常精彩的,GRE
rivulet,n.小溪，小河,GRE
robe,n.长袍，礼服,GRE
robust,a.健壮的,GRE
roe,n.鱼卵,GRE
roil,v.煽动，搅浑,GRE
rookie,n.新兵，新手,GRE
roster,n.值班表，花名册,GRE
rostrum,n.讲台，讲坛,GRE
rotate,v.旋转，转动；轮流，交替,GRE
rotten,a.腐败的；糟糕的,GRE
roughen,v.变得粗糙，变得不平,GRE
royalty,n.版税,GRE
rubicund,a.(脸色)红润的,GRE
rudder,n.船舵；领导者,GRE
rudimentary,a.初步的，未充分发展的,GRE
rue,n.后悔，遗憾,GRE
ruffian,n.恶棍，歹徒；a.残暴的,GRE
ruffle,v.弄皱；激怒；n.皱边(装饰衣服),GRE
ruminant,a.(动物)反刍的；沉思的,GRE
rumple,v.弄皱，弄乱,GRE
rung,n.梯子横挡，梯级,GRE
runic,a.北欧古代文字的；神秘的,GRE
rupture,n./v.破裂，断裂,GRE
rural,a.乡村的,GRE
ruse,n.骗术，诡计,GRE
rustic,a.乡村的，乡土气的,GRE
ruthlessness,n.无情，残忍,GRE
sabotage,n.阴谋破坏，颠覆活动,GRE
saboteur,n.从事破坏活动者,GRE
saccharin,n.糖精,GRE
sacred,a.神圣的，庄严的,GRE
sacrifice,n.牺牲；v.宰牲祭神,GRE
sacrilege,n.亵渎，冒犯神灵,GRE
sacrilegious,a.亵渎神圣的,GRE
sadden,v.使伤心，使悲哀,GRE
saddle,n.鞍，马鞍,GRE
safeguard,n.防范措施,GRE
sagacious,a.聪明的，睿智的,GRE
sage,a.智慧的；n.智者,GRE
saintly,a.圣徒似的，极为圣洁的,GRE
salient,a.显著的，突出的,GRE
saliva,n.唾液，口水,GRE
salmon,n.大麻哈鱼；鲜肉色,GRE
salubrious,a.有益健康的,GRE
salutary,a.有益的，有益健康的,GRE
salutation,n.招呼，致意，敬礼,GRE
salute,v.行举手礼；向…致意；n.敬礼,GRE
salvage,n./v.(从灾难中)抢救，海上救助,GRE
salve,n.药膏；v.减轻，缓和,GRE
sampler,n.刺绣花样；取样员,GRE
sanctify,v.使神圣,GRE
sanctimonious,a.假装神圣的,GRE
sanction,n./v.批准，认可,GRE
sandal,n.凉鞋，拖鞋,GRE
sane,a.神志清楚的，明智的,GRE
sanguine,a.乐观的,GRE
sanity,n.神志清楚,GRE
sap,n.树液；活力；v.消弱，耗尽,GRE
sapient,a.有智慧的,GRE
sapphire,n.青石，蓝宝石；a.天蓝色的,GRE
sarcastic,a.讽刺的,GRE
sartorial,a.裁缝的，缝制的,GRE
sash,n.肩带,GRE
sate,v.使心满意足，使厌腻,GRE
satiated,a.；厌倦的，生腻的,GRE
satire,n.讽刺(作品),GRE
satirize,v.讽刺,GRE
saturate,v.浸透；使充满,GRE
saturated,a.渗透的，饱和的,GRE
saturnine,a.忧郁的，阴沉的,GRE
saunter,n./v.闲逛，漫步,GRE
savage,a.凶猛的，野蛮的,GRE
savant,n.博学之士，大学士,GRE
savvy,a.有见识和精明能干的,GRE
sawdust,n.锯屑,GRE
scabbard,n.(刀剑)鞘,GRE
scad,n.许多，大量,GRE
scaffold,n.脚手架(造房时搭的架子),GRE
scalding,a.滚烫的,GRE
scale,n.鱼鳞；(音乐)音阶,GRE
scalpel,n.外科手术刀，解剖刀,GRE
scandal,n.丑闻；恶意诽谤,GRE
scant,a.不足的，缺乏的,GRE
scarcity,n.不足，缺乏,GRE
scarf,n.围巾，披肩,GRE
scathing,a.苛刻的，严厉的,GRE
scatter,v.散开，驱散,GRE
scenario,n.剧情说明书；剧本,GRE
schematic,a.纲要的，图解的,GRE
schematize,v.扼要表示,GRE
scheme,n.阴谋；(作品等)体系，结构,GRE
schism,n.组织分裂,GRE
school,n.鱼群,GRE
scion,n.嫩芽；子孙,GRE
scissor,n.剪刀,GRE
scoff,v.嘲笑；狼吞虎咽；n.嘲笑，笑柄,GRE
scoop,n.小铲，勺子；v.(用勺子)取出，舀出,GRE
scope,n.眼界；范围,GRE
scorch,v.烤焦，烧焦,GRE
score,n.乐谱,GRE
scorn,n.轻蔑；v.轻蔑，瞧不起,GRE
scorpion,n.蝎子,GRE
scotch,v.镇压，粉碎,GRE
scourge,n.鞭笞；磨难；v.鞭笞，磨难,GRE
scowl,n.怒容；v.生气地皱眉，怒视,GRE
scrap,n.小片，碎屑；v.废弃,GRE
scrappy,a.碎片的；好斗的；坚毅的,GRE
scrawl,v.潦草地写，乱涂,GRE
screw,n.螺丝钉，螺旋；吝啬鬼,GRE
screwdriver,n.螺丝起子；改锥,GRE
scribble,v.乱写，乱涂,GRE
script,n.剧本，脚本,GRE
scripture,n.经文，圣典,GRE
scroll,n.卷轴，纸卷；画卷,GRE
scrub,n.矮树丛；身体矮小的人；v.用力擦洗,GRE
scruple,n.顾忌，迟疑；v.顾忌,GRE
scrutable,a.可以理解的,GRE
scrutinize,v.详细检查；细读,GRE
scuff,v.拖着脚走,GRE
sculpt,v.雕刻,GRE
sculptor,n.雕刻家,GRE
scurrilous,a.下流的,GRE
scurry,v.急跑，疾行,GRE
scurvy,a.卑鄙的，可鄙的,GRE
scythe,n.大镰刀,GRE
seam,n.缝，接缝,GRE
seamy,a.肮脏的，恶劣的,GRE
sear,v.(以烈火)烧灼,GRE
seasoned,a.有经验的，训练有素的,GRE
seasoning,n.调味品，佐料,GRE
secede,v.正式脱离或退出(组织),GRE
secrete,v.隐藏；分泌,GRE
secretive,a.守口如瓶的,GRE
secular,a.世俗的，尘世的,GRE
secure,a.安全的；稳固的；v.固定；使安全,GRE
securities,n.证券,GRE
sedate,a.镇静的,GRE
sedative,a.(药物)镇静的；n.镇静剂,GRE
sedentary,a.久坐的,GRE
sediment,n.沉淀物，渣,GRE
sedulity,n.勤奋，勤勉,GRE
sedulous,a.聚精会神的，勤勉的,GRE
seedling,n.幼苗,GRE
seemly,a.得体的，适宜的,GRE
seep,v.(液体等)渗漏,GRE
seethe,v.沸腾，汹涌,GRE
segment,n.部分,GRE
seine,n.拉网，大捕鱼网,GRE
seismic,a.地震的,GRE
semblance,n.外貌；相似,GRE
seminal,a.有创意的,GRE
seminary,n.神学院,GRE
sensation,n.知觉；轰动(的事),GRE
sensible,a.明智的；可感觉到的,GRE
sensitive,a.敏感的,GRE
sensitivity,n.敏感，灵敏性,GRE
sensitization,n.敏化,GRE
sentient,a.有知觉的；知悉的,GRE
sentiment,n.多愁善感；思想感情,GRE
sentinel,n.哨兵，卫兵,GRE
separate,v.使分开；a.不同的；独自的,GRE
septic,a.受感染的，腐败的,GRE
sepulchral,a.坟墓的；阴深的,GRE
sequential,a.连续的，一连串的,GRE
sequester,v.(使)隐退；使隔离,GRE
seraphic,a.如天使般的，美丽的,GRE
sere,a.干枯的，凋萎的,GRE
serene,a.清澈的，晴朗的，安静的,GRE
serial,a.连续的，一系列的,GRE
sermon,n.布道；说教，训诫,GRE
serrate,a.锯齿状的,GRE
serrated,a.呈锯齿状的,GRE
serried,a.密集的,GRE
serviceable,a.可用的，耐用的,GRE
servile,a.奴性的，百依百顺的,GRE
servitude,n.奴役，劳役,GRE
setback,n.挫折,GRE
settle,v.安置于；决定；栖息,GRE
settled,a.固定的,GRE
sever,v.切断，脱离,GRE
severe,a.严格的；凶猛的,GRE
sewer,n.排水沟，下水道,GRE
sextant,n.六分仪(航海定向仪器),GRE
shackle,n.脚镣，枷锁,GRE
shale,n.页岩(一种由似泥土细粒的沉淀物层组成的易分裂的岩石),GRE
sham,n.虚假；v.伪装,GRE
shambles,n.凌乱景象，杂乱无章,GRE
shard,n.(陶器等)碎片,GRE
shattered,a.粉碎的；破坏的,GRE
shavings,n.刨花,GRE
shear,v.剪(羊毛)，剪发,GRE
sheath,n.(刀、剑)鞘、套,GRE
sheathe,v.将(刀，剑等)插入鞘,GRE
shed,v.流出(眼泪等)；脱落(叶子),GRE
